reporting-org;result;indicator
41122;;% d'épidémies ayant reçu une réponse appropriée
41122;;% de crises nutritionnelles ayant reçu une réponse appropriée
41122;;Nombre d'organisations/ associations locales ayant du personnel formé pour la préparation et la reponse aux urgences
41122;;% Provinces disposant d'un stock de contingence Sante
41122;;% of districts with costed eMTCT plans
41122;;% of HIV positive pregnant women receiving perinatal ARV prophylaxis
41122;;Percentage of antenatal care facilities offering PMTCT services
41122;;Quality technical support provided for programme management of Nutrition and WASH
41122;;Number of regions implementing the Scaling-up Multi-sectoral Nutrition Country Plan
41122;;Proportion of children aged 6-59 months received two annual doses of Vit A supplements
41122;;Number of NAFIN coordination meetings
41122;;Final report available for advocacy
41122;;National frameworks and strategic plans operationalised nationwide
41122;;Multi-sectoral coordination mechanism for NCDs in place
41122;;National Strategy for NCD prevention and control
41122;;WASH and Nutrition sector emergency preparedness plans in place
41122;;# of health workers trained on NiE including IYCF in emergencies
41122;;# of children U5 screened for malnutrition
41122;;# of malnourished children (SAM  MAM) treated at PHC
41122;;# of malnourished children (SAM with complication) treated in hospital
41122;;# of health care provider (doctors  nurses  pediatricians) trained on IYCF and management of malnutrition
41122;;#of children U5 who receiving micronutrient supplements
41122;;# of children U5 admitted for malnutrition management
41122;;# of individuals received micro-nutrient supplements (children and PLW)
41122;;Number of health facilities managing in patient SAM according to national guidelines
41122;;Number of UNDAF districts and number of upazilas implemented essential nutrition services package
41122;;Number of health facilities with trained service providers for management of SAM
41122;;Number of districts implimenting full set of DNIs
41122;;Proportion of pregannat/lactating mothers who receive infant and young child feeding counselling services
41122;;Proportion of children 6-23 months of age who are fed 4 or 4  food groups
41122;;Availability of disaggregated data on barriers and bottlenecks affecting the nutrition rights of children in national monitoring and information management systems
41122;;Number of analytical publications produced and disseminated on the nutrition rights of disadvantaged children
41122;;Proportion of Community Clinic in 20 upazillas with at least three community volunteers trained in maternal and child nutrition counselling for the first 1000 days and management of malnutrition
41122;;Number of academic institutions developing and implementing pre-service and in-service curricula on planning  management and monitoring in nutrition
41122;;Proportion of health and family planning facilities reporting monthly on standard nutrition indicators according to national HMIS and FP-MIS tools (Proxy: CC report)
41122;;Number of reported BMS code violations acted upon
41122;;Percentage of pregnant women for whom sufficient quantities of IFA tablets have been procured and supplied
41122;;Percentage of pregnant women who have access to ANC services providing IFA supplementation.
41122;;Percentage of pregnant women who received at least 30 IFA tablets from first ANC visit
41122;;Percentage of pregnant women who received at least 100 IFA tablets from 4 ANC visits
41122;;Percentage of women who consumed at least 100 IFA tablets during the last pregnancy
41122;;Number of children aged 6-59 months with severe acute malnutrition managed in the facilities and communities by gender
41122;;Proportion of children aged 6-23 months received MNP as recommended
41122;;Proportion of children aged 6-59 months receiving vitamin A supplementation
41122;;Proportion of pregnant women received at least 100 iron folate tablets throughout the pregnancy
41122;;Number of refineries fortifying edible oil with vitamin A
41122;;Number of policies and laws developed or amended to improve equitable access and effective coverage of proven nutrition interventions
41122;;Proportion of NNS (National Nutrition Services) budget spent annually
41122;;Number of policy frameworks developed
41122;;Proportion of children under 5 yrs old with suspected pneumonia who received antiobiotics from medically trained provider
41122;;Percent of mothers who breast feed their newborn within one hour of birth.
41122;;Proportion of eligible families who have birth preparedness plan.
41122;;Proportion of deliveries attended by skilled health providers disaggregated by wealth quintiles
41122;;Percentage of women aged 15-49 years who gave birth in the years preceding the survey receiving post natal care within 2 days of delivery
41122;;Percentage of children aged 12 months immunized against measles by district and gender.
41122;;Proportion of upazilas with coverage of CCM for pneumonia and diarrhea.
41122;;proportion of children aged 12 months fully immunized (valid doses) in urban areas
41122;;% of facilities providing Basic Emergency Obstetric and essential new born care services (2010:2  2016:50)
41122;;% Skilled attendance at birth (2010:65  (DHS:73) 2016:95)
41122;;Number of DIPs with nutrition interventions incoporated and budgeted (2010:0  2016:20)
41122;;Nutrition Act in place
41122;;NNPSP revised and timeframe extended to 2013-2017
41122;;Percentage of under-five children and general population consuming adequately fortified sugar (2010: 0%  2016: 90%)
41122;;Coverage of Vitamin A supplementation in 6 - 59 months children (2010: 71%  2016: 85%)
41122;;Proportion of households consuming adequately iodised salt (2009: 87%  2016: >90%)
41122;;Behaviour change communication materials standardised and being used for complementary feeding at household level. (2010: 0  2016: 15 districts)
41122;;Scale Up Nutrition (SUN) / 1000 Special Days movement operationalised (2010: 0 districts  2016: 15 districts). Please note: out of 15  13 districts will receive Technical Support and two districts will be fully supported by UNICEF.
41122;;Number of nutrition-related policies and plans in final drafts (Nutrition Act  MNN strategy  costed national nutrition plan and costed operational plan for CMAM  standards)
41122;;Percentage increase in national budget allocation for nutrition by 2016
41122;;Number of effective coordination/ technical (including TWG) meetings held annually
41122;;National gender strategy for nutrition in place by 2015
41122;;National Micronutrient Component of 2015 DHS conducted by 2016
41122;;Existence of standardized kits of IEC materials on nutrition available at national level by 2016
41122;;Availability of relevant national policy  strategy frameworks/guidelines include all applicable components for stunting reduction such as: IYCF and maternal nutrition  food security  nutrition-sensitive interventions
41122;;Proportion of (targeted) health facilities who did not experienced a stock out of RUTF
41122;;Proportion of targeted districts that have standard supplies for MNP in place and annual plans developed for service delivery by 2016
41122;;Proportion of targeted districts that have standard supplies for IYCF in place and annual plans developed for service delivery by 2016
41122;;s) Proportion of districts providing quarterly monitoring reports on sugar and salt fortification by end of 2015
